CardID,Responded
C0101616632,F
C0101616982,F
C0101617006,F
C0101617061,F
C0101617443,F
C0101617656,F
C0101617738,F
C0101618407,F
C0101618414,F
C0101618738,F
C0101618740,F
C0101619435,F
C0101619510,F
C0101619687,F
C0101619840,F
C0101620056,F
C0101620123,F
C0101620242,F
C0101620434,F
C0101620501,F
C0101620653,F
C0101620716,F
C0101620936,F
C0101621007,F
C0101621323,F
C0101621404,F
C0101621941,F
C0101621990,F
C0101621998,F
C0101622111,F
C0101622698,F
C0101623249,F
C0101623555,F
C0101624322,F
C0101624468,F
C0101624803,F
C0101625103,F
C0101625181,F
C0101625594,F
C0101625633,F
C0101625649,F
C0101625776,F
C0101626067,F
C0101626200,F
C0101626680,F
C0101626956,F
C0101627415,F
C0101627526,F
C0101627543,F
C0101627624,F
C0101627654,F
C0101627891,F
C0101627956,F
C0101628097,F
C0101628187,F
C0101628346,F
C0101628561,F
C0101628723,F
C0101628741,F
C0101628955,F
C0101629055,F
C0101629121,F
C0101629122,F
C0101629242,F
C0101629295,F
C0101629495,F
C0101629645,F
C0101630031,F
C0101630077,F
C0101630175,F
C0101630199,F
C0101630608,F
C0101630674,F
C0101630705,F
C0101630799,F
C0101631258,F
C0101631300,F
C0101631991,F
C0101632180,F
C0101632251,F
C0101632464,F
C0101632609,F
C0101632914,F
C0101633808,F
C0101633875,F
C0101634016,F
C0101634160,F
C0101634349,F
C0101634444,F
C0101634555,F
C0101634603,F
C0101635031,F
C0101635060,F
C0101635635,F
C0101636089,F
C0101636189,F
C0101636246,F
C0101636416,F
C0101636465,F
C0101636560,F
C0101636633,F
C0101636761,F
C0101637026,F
C0101637111,F
C0101637296,F
C0101637873,F
C0101638559,F
C0101639264,F
C0101639396,F
C0101639769,F
C0101640027,F
C0101640206,F
C0101640242,F
C0101640331,F
C0101640380,F
C0101640702,F
C0101640976,F
C0101641195,F
C0101641354,F
C0101641371,F
C0101641547,F
C0101641839,F
C0101642257,F
C0101642577,F
C0101642600,F
C0101642848,F
C0101642861,F
C0101643562,F
C0101643685,F
C0101643812,F
C0101643962,F
C0101644251,F
C0101644391,F
C0101644656,F
C0101644687,F
C0101644757,F
C0101644863,F
C0101645284,F
C0101645486,F
C0101645660,F
C0101645764,F
C0101646020,F
C0101646367,F
C0101646662,F
C0101646711,F
C0101647171,F
C0101647259,F
C0101647393,F
C0101647540,F
C0101647709,F
C0101647888,F
C0101648090,F
C0101648124,F
C0101648729,F
C0101649005,F
C0101649691,F
C0101650145,F
C0101650174,F
C0101650605,F
C0101650729,F
C0101651168,F
C0101651408,F
C0101651550,F
C0101652149,F
C0101652185,F
C0101652286,F
C0101652359,F
C0101652398,F
C0101652779,F
C0101652949,F
C0101653376,F
C0101653827,F
C0101654003,F
C0101654409,F
C0101654629,F
C0101655353,F
C0101655561,F
C0101656271,F
C0101656376,F
C0101656412,F
C0101656419,F
C0101656493,F
C0101656565,F
C0101656947,F
C0101656979,F
C0101657090,F
C0101657367,F
C0101657405,F
C0101657627,F
C0101657696,F
C0101657926,F
C0101658020,F
C0101658317,F
C0101658790,F
C0101659140,F
C0101659953,F
C0101659996,F
C0101660120,F
C0101660132,F
C0101660454,F
C0101660865,F
C0101661307,F
C0101661517,F
C0101661713,F
C0101662141,F
C0101662190,F
C0101662517,F
C0101662672,F
C0101663113,F
C0101663424,F
C0101664091,F
C0101664170,F
C0101664425,F
C0101664639,F
C0101664779,F
C0101665246,F
C0101665719,F
C0101666057,F
C0101666220,F
C0101666394,F
C0101666520,F
C0101666670,F
C0101666825,F
C0101667629,F
C0101668196,F
C0101668264,F
C0101668540,F
C0101668573,F
C0101668655,F
C0101669016,F
C0101669127,F
C0101669271,F
C0101669445,F
C0101669496,F
C0101669900,F
C0101669956,F
C0101670042,F
C0101670136,F
C0101670832,F
C0101670872,F
C0101670944,F
C0101671047,F
C0101671348,F
C0101672046,F
C0101672459,F
C0101673069,F
C0101673135,F
C0101673215,F
C0101673564,F
C0101673649,F
C0101673661,F
C0101673741,F
C0101674053,F
C0101674064,F
C0101674176,F
C0101674400,F
C0101674811,F
C0101674843,F
C0101675096,F
C0101675229,F
C0101675506,F
C0101676162,F
C0101676415,F
C0101676791,F
C0101676924,F
C0101677769,F
C0101678109,F
C0101678395,F
C0101678462,F
C0101678482,F
C0101678595,F
C0101679148,F
C0101679331,F
C0101679919,F
C0101680546,F
C0101680594,F
C0101680746,F
C0101681029,F
C0101681364,F
C0101681365,F
C0101681448,F
C0101681816,F
C0101682172,F
C0101682310,F
C0101682324,F
C0101682426,F
C0101682475,F
C0101682840,F
C0101682959,F
C0101683032,F
C0101684136,F
C0101684505,F
C0101684841,F
C0101684959,F
C0101685134,F
C0101685155,F
C0101685302,F
C0101685513,F
C0101686603,F
C0101686732,F
C0101686825,F
C0101687555,F
C0101687652,F
C0101688019,F
C0101688825,F
C0101688994,F
C0101689180,F
C0101689772,F
C0101689855,F
C0101691003,F
C0101691061,F
C0101691544,F
C0101691963,F
C0101692066,F
C0101692544,F
C0101692623,F
C0101692685,F
C0101692885,F
C0101693367,F
C0101693797,F
C0101694084,F
C0101694169,F
C0101694262,F
C0101694899,F
C0101694974,F
C0101695000,F
C0101695094,F
C0101695156,F
C0101695248,F
C0101695318,F
C0101695853,F
C0101695904,F
C0101696125,F
C0101696284,F
C0101696580,F
C0101696801,F
C0101697412,F
C0101697932,F
C0101698005,F
C0101698333,F
C0101698475,F
C0101698476,F
C0101698774,F
C0101698968,F
C0101699237,F
C0101699266,F
C0101699297,F
C0101699464,F
C0101699582,F
C0101699585,F
C0101699717,F
C0101699862,F
C0101699937,F
C0101700016,F
C0101700051,F
C0101700709,F
C0101700753,F
C0101701331,F
C0101701646,F
C0101701654,F
C0101702291,F
C0101702469,F
C0101702812,F
C0101702904,F
C0101703162,F
C0101703567,F
C0101703652,F
C0101703798,F
C0101704362,F
C0101704631,F
C0101704730,F
C0101705570,F
C0101705694,F
C0101705780,F
C0101705921,F
C0101706014,F
C0101706149,F
C0101706290,F
C0101706445,F
C0101706522,F
C0101706692,F
C0101707249,F
C0101707402,F
C0101707540,F
C0101707612,F
C0101707715,F
C0101707877,F
C0101707893,F
C0101707907,F
C0101707955,F
C0101708276,F
C0101708652,F
C0101708738,F
C0101708740,F
C0101708973,F
C0101709258,F
C0101709353,F
C0101709616,F
C0101709851,F
C0101709905,F
C0101709993,F
C0101710048,F
C0101710299,F
C0101710387,F
C0101710591,F
C0101711351,F
C0101711640,F
C0101711732,F
C0101712159,F
C0101712962,F
C0101713592,F
C0101713703,F
C0101714029,F
C0101714038,F
C0101714845,F
C0101714846,F
C0101715033,F
C0101715116,F
C0101715218,F
C0101715301,F
C0101715402,T
C0101715447,F
C0101715506,F
C0101715516,F
C0101715652,F
C0101716000,F
C0101716607,F
C0101716645,F
C0101716774,F
C0101716806,F
C0101716837,T
C0101717112,F
C0101717294,F
C0101717443,F
C0101717546,F
C0101717941,F
C0101717964,T
C0101718065,T
C0101718124,F
C0101718272,F
C0101718297,F
C0101719372,T
C0101719606,F
C0101719774,F
C0101719786,T
C0101719826,F
C0101719915,F
C0101720352,F
C0101720505,T
C0101720575,F
C0101720791,T
C0101721471,T
C0101721560,T
C0101722544,F
C0101722765,F
C0101723511,T
C0101724237,F
C0101724712,F
C0101724918,T
C0101724956,T
C0101725049,T
C0101725114,F
C0101725139,T
C0101725380,T
C0101725608,F
C0101725828,T
C0101725961,F
C0101726276,F
C0101726642,F
C0101726691,F
C0101726728,F
C0101727565,F
C0101727649,F
C0101727747,F
C0101727878,F
C0101728500,F
C0101728671,F
C0101728927,F
C0101729121,F
C0101729141,F
C0101729284,F
C0101730210,F
C0101730222,F
C0101730311,F
C0101730672,F
C0101730711,F
C0101730868,F
C0101731035,F
C0101731338,F
C0101731371,F
C0101731822,F
C0101731949,F
C0101732040,F
C0101732275,F
C0101732520,T
C0101732705,T
C0101732781,F
C0101732837,F
C0101733064,F
C0101733120,F
C0101733212,T
C0101733261,F
C0101733495,T
C0101733683,T
C0101733790,T
C0101734426,F
C0101734847,T
C0101735439,F
C0101735596,F
C0101735605,F
C0101735643,F
C0101735826,F
C0101736458,F
C0101736466,F
C0101736893,F
C0101737112,F
C0101737273,F
C0101737447,F
C0101737504,F
C0101737573,F
C0101737603,F
C0101737610,F
C0101737637,F
C0101737907,F
C0101738133,F
C0101738367,T
C0101738467,F
C0101738565,F
C0101738779,F
C0101739071,F
C0101739212,F
C0101739507,F
C0101739646,F
C0101739754,F
C0101740250,F
C0101740321,F
C0101740478,F
C0101740561,F
C0101740921,T
C0101741520,F
C0101741612,T
C0101741686,F
C0101741990,F
C0101742180,F
C0101742256,F
C0101742460,T
C0101742953,F
C0101743302,F
C0101743356,F
C0101743638,F
C0101743722,F
C0101743925,T
C0101744226,F
C0101744910,T
C0101745544,F
C0101745627,F
C0101745997,F
C0101746024,F
C0101746291,T
C0101746669,F
C0101746832,F
C0101746979,F
C0101747460,F
C0101747550,F
C0101747928,F
C0101747998,T
C0101748238,F
C0101748325,T
C0101748674,F
C0101748753,F
C0101748771,F
C0101748909,F
C0101748972,F
C0101749035,F
C0101749348,F
C0101749357,F
C0101750029,F
C0101750217,F
C0101750565,F
C0101750773,F
C0101750968,F
C0101751081,F
C0101751397,F
C0101751560,F
C0101752183,F
C0101752247,T
C0101752311,F
C0101752361,F
C0101752931,F
C0101753161,F
C0101753297,F
C0101753670,F
C0101754737,F
C0101755692,F
C0101755824,F
C0101755921,T
C0101755972,F
C0101756500,F
C0101756616,F
C0101757079,F
C0101757225,F
C0101757388,F
C0101757880,F
C0101757970,F
C0101758529,F
C0101758621,F
C0101758710,F
C0101758887,F
C0101759171,F
C0101759252,F
C0101759253,F
C0101759955,F
C0101760161,F
C0101760251,T
C0101760319,F
C0101760629,F
C0101760770,F
C0101760818,F
C0101761096,F
C0101761217,F
C0101761304,F
C0101761670,T
C0101761692,F
C0101762016,F
C0101762351,F
C0101762372,T
C0101762556,F
C0101762658,F
C0101762802,F
C0101763277,T
C0101763846,F
C0101764109,T
C0101764601,F
C0101764606,F
C0101764771,F
C0101764844,F
C0101764927,F
C0101765941,F
C0101766303,T
C0101766342,F
C0101766481,F
C0101766766,F
C0101767098,T
C0101767207,T
C0101767405,F
C0101767595,F
C0101767637,F
C0101767684,F
C0101767746,F
C0101767767,T
C0101768036,T
C0101768070,F
C0101768220,F
C0101768334,F
C0101768408,F
C0101768775,F
C0101768805,F
C0101768901,F
C0101768924,F
C0101768956,F
C0101769396,F
C0101769598,F
C0101769834,F
C0101769894,T
C0101770183,F
C0101770627,T
C0101771014,F
C0101771139,F
C0101771905,T
C0101772114,F
C0101772137,F
C0101772445,F
C0101772602,F
C0101772882,F
C0101773250,F
C0101773427,F
C0101773512,T
C0101773755,F
C0101773820,F
C0101774449,F
C0101775048,F
C0101775315,F
C0101776333,F
C0101776381,F
C0101776434,F
C0101776558,F
C0101776602,F
C0101776693,F
C0101777031,F
C0101778266,F
C0101778346,F
C0101778480,F
C0101779026,F
C0101779116,F
C0101779387,F
C0101779416,F
C0101779628,F
C0101779749,F
C0101779801,F
C0101780374,F
C0101780766,F
C0101780789,F
C0101780842,F
C0101781161,F
C0101781663,F
C0101781853,F
C0101781867,F
C0101781953,F
C0101782204,F
C0101782217,F
C0101782506,F
C0101782792,F
C0101782847,F
C0101783187,F
C0101783247,F
C0101783338,F
C0101783901,F
C0101784000,F
C0101784314,F
C0101784347,F
C0101784654,F
C0101784698,F
C0101784908,F
C0101785019,F
C0101785246,F
C0101785312,F
C0101785424,F
C0101785495,F
C0101785750,F
C0101786321,F
C0101787307,F
C0101787666,F
C0101787840,F
C0101788229,F
C0101788321,F
C0101788392,F
C0101788504,F
C0101788596,F
C0101788664,F
C0101789085,F
C0101789584,F
C0101789705,F
C0101790213,F
C0101790272,F
C0101790448,F
C0101790796,F
C0101790998,F
C0101791082,F
C0101791196,F
C0101791519,F
C0101791571,F
C0101792389,F
C0101792453,F
C0101792509,F
C0101793030,F
C0101793591,F
C0101793792,F
C0101793892,F
C0101793984,F
C0101794244,F
C0101794285,F
C0101794565,F
C0101794770,F
C0101795055,F
C0101795130,F
C0101795600,F
C0101795633,F
C0101795662,F
C0101796124,F
C0101796561,F
C0101796738,F
C0101796874,F
C0101797045,F
C0101797084,F
C0101798491,F
C0101799508,F
C0101799544,F
C0101800784,F
C0101801260,F
C0101801524,F
C0101801805,F
C0101801905,F
C0101801974,F
C0101802205,F
C0101802350,F
C0101802530,F
C0101802557,F
C0101802649,F
C0101802798,F
C0101802968,F
C0101803408,F
C0101803758,F
C0101803924,F
C0101804030,F
C0101804153,F
C0101804292,F
C0101804552,F
C0101804736,F
C0101804744,F
C0101804833,F
C0101805030,F
C0101805048,F
C0101805910,F
C0101806139,F
C0101806182,F
C0101806529,F
C0101806720,F
C0101807250,F
C0101807311,F
C0101807516,F
C0101807724,F
C0101807866,F
C0101808050,F
C0101808068,F
C0101808173,F
C0101808261,F
C0101808312,F
C0101808570,F
C0101808732,F
C0101808743,F
C0101808908,F
C0101809088,F
C0101809185,F
C0101809386,F
C0101809701,F
C0101809774,F
C0101810017,F
C0101810110,F
C0101810214,F
C0101810295,F
C0101810432,F
C0101810648,F
C0101810772,F
C0101810919,F
C0101811530,F
C0101811984,F
C0101812054,F
C0101812201,F
C0101812684,F
C0101812701,F
C0101812981,F
C0101813067,F
C0101813151,F
C0101813291,F
C0101813459,F
C0101813511,F
C0101813548,F
C0101813587,F
C0101813687,F
C0101813793,F
C0101814024,F
C0101814329,F
C0101814400,F
C0101814463,F
C0101814768,F
C0101814916,F
C0101814961,F
C0101815046,F
C0101815741,F
C0101815781,F
C0101815928,F
C0101815989,F
C0101816039,F
C0101816474,F
C0101816696,F
C0101816767,F
C0101817147,F
C0101817345,F
C0101817418,F
C0101817918,F
C0101818099,F
C0101818239,F
C0101818342,F
C0101818610,F
C0101819209,F
C0101819594,F
C0101819711,F
C0101820209,F
C0101820303,F
C0101820481,F
C0101820507,F
C0101820643,F
C0101820853,F
C0101821029,F
C0101821059,F
C0101821335,F
C0101821952,F
C0101822023,F
C0101822525,F
C0101822530,F
C0101822710,F
C0101822935,F
C0101822984,F
C0101823124,F
C0101823422,F
C0101824449,F
C0101824674,F
C0101824773,F
C0101825281,F
C0101825645,F
C0101825716,F
C0101826066,F
C0101826260,F
C0101826491,F
C0101826511,F
C0101826829,F
C0101826897,F
C0101827135,F
C0101827248,F
C0101827315,F
C0101827390,F
C0101827501,F
C0101827637,F
C0101827952,F
C0101828030,F
C0101828432,F
C0101828434,F
C0101828476,F
C0101828685,F
C0101828833,F
C0101829886,F
C0101830052,F
C0101830223,F
C0101830225,F
C0101830299,F
C0101830402,F
C0101830633,F
C0101830703,F
C0101830776,F
C0101831051,F
C0101831129,F
C0101831179,F
C0101831324,F
C0101831369,F
C0101831451,F
C0101831486,F
C0101831647,F
C0101831698,F
C0101831902,F
C0101832471,F
C0101832643,F
C0101832820,F
C0101832899,F
C0101832969,F
C0101833120,F
C0101833343,F
C0101833688,F
C0101833802,F
C0101834011,F
C0101834225,F
C0101834313,F
C0101834889,F
C0101835642,F
C0101835707,F
C0101835793,F
C0101835856,F
C0101836008,F
C0101836085,F
C0101836366,F
C0101836509,F
C0101837017,F
C0101837118,F
C0101837204,F
C0101837443,F
C0101837679,F
C0101837857,F
C0101837997,F
C0101838349,F
C0101838460,F
C0101838514,F
C0101838643,F
C0101838732,F
C0101838825,F
C0101839776,F
C0101839976,F
C0101840066,F
C0101840377,F
C0101840759,F
C0101840836,F
C0101840927,F
C0101841036,F
C0101841087,F
C0101841898,F
C0101842126,F
C0101842195,F
C0101842247,F
C0101842459,F
C0101842517,F
C0101842659,F
C0101843045,F
C0101843085,F
C0101843297,F
C0101843421,F
C0101843612,F
C0101843712,F
C0101843855,F
C0101843944,F
C0101844470,F
C0101844587,F
C0101844824,F
C0101844917,F
C0101845138,F
C0101845312,F
C0101845593,F
C0101846287,F
C0101846693,F
C0101847069,F
C0101847097,F
C0101847242,F
C0101847324,F
C0101848001,F
C0101848203,F
C0101848320,F
C0101848425,F
C0101848462,F
C0101848798,F
C0101848936,F
C0101849412,F
C0101849448,F
C0101849628,F
C0101850141,F
C0101850199,F
C0101850529,F
C0101850988,F
C0101851758,F
C0101851801,F
C0101851930,F
C0101852057,F
C0101852154,F
C0101852216,F
C0101852453,F
C0101852460,F
C0101852679,F
C0101852741,F
C0101852813,F
C0101853369,F
C0101853725,F
C0101854261,F
C0101854430,F
C0101854493,F
C0101854650,F
C0101854760,F
C0101855482,F
C0101855732,F
C0101855883,T
C0101855943,F
C0101856325,F
C0101856373,F
C0101856494,F
C0101856588,F
C0101856671,F
C0101856848,F
C0101856966,F
C0101857145,F
C0101857264,F
C0101857333,F
C0101857488,F
C0101857974,F
C0101858099,F
C0101858155,F
C0101858541,T
C0101858580,F
C0101858658,F
C0101858869,T
C0101859447,F
C0101859513,F
C0101859594,F
C0101859853,F
C0101859897,F
C0101860120,F
C0101860251,F
C0101860393,F
C0101860486,F
C0101860873,F
C0101861091,T
C0101861333,F
C0101861468,F
C0101861710,F
C0101861801,F
C0101862104,F
C0101862122,T
C0101862251,T
C0101862513,F
C0101862668,F
C0101862757,F
C0101862850,F
C0101863251,F
C0101863588,F
C0101863737,F
C0101863917,T
C0101864061,F
C0101864178,F
C0101865018,T
C0101865125,T
C0101865478,T
C0101865519,F
C0101865880,F
C0101865935,F
C0101865999,F
C0101866021,T
C0101866837,F
C0101867060,F
C0101867272,F
C0101868455,F
C0101868588,F
C0101869024,T
C0101869140,F
C0101869381,F
C0101869482,T
C0101869630,F
C0101869711,F
C0101870159,F
C0101870217,F
C0101870502,T
C0101870942,F
C0101871326,F
C0101872134,F
C0101872397,F
C0101872794,F
C0101872933,F
C0101872986,F
C0101873061,F
C0101873227,F
C0101873395,F
C0101873456,F
C0101873670,F
C0101873739,F
C0101874148,F
C0101874999,F
C0101875191,F
C0101875323,F
C0101875509,F
C0101875617,F
C0101875764,F
C0101876257,F
C0101876828,F
C0101876974,F
C0101877108,F
C0101877215,F
C0101877246,F
C0101877412,F
C0101877497,F
C0101877643,T
C0101877775,F
C0101877884,F
C0101878047,F
C0101878397,T
C0101878753,F
C0101878796,F
C0101879425,F
C0101879530,F
C0101879734,F
C0101879746,F
C0101879899,F
C0101880013,F
C0101880175,F
C0101880635,F
C0101880773,T
C0101880870,F
C0101881336,F
C0101881388,T
C0101881497,F
C0101881752,T
C0101881895,F
C0101882728,F
C0101882737,F
C0101882882,F
C0101883018,F
C0101883318,F
C0101883508,F
C0101883585,F
C0101883857,F
C0101884080,F
C0101884158,F
C0101884349,T
C0101885259,T
C0101885423,T
C0101885674,F
C0101885762,F
C0101885834,F
C0101886122,F
C0101886306,T
C0101886325,F
C0101886468,F
C0101886578,F
C0101886631,F
C0101886732,F
C0101886794,F
C0101886813,F
C0101887382,T
C0101887561,F
C0101887649,F
C0101887650,F
C0101888453,F
C0101888735,F
C0101888839,T
C0101889181,F
C0101889328,F
C0101889440,F
C0101889635,T
C0101889783,T
C0101889832,T
C0101890357,F
C0101890448,T
C0101890800,F
C0101890893,F
C0101891453,F
C0101892131,F
C0101892237,F
C0101892252,T
C0101892391,T
C0101892609,F
C0101892622,F
C0101892666,F
C0101892808,F
C0101892919,F
C0101893319,F
C0101893485,F
C0101893699,F
C0101893900,F
C0101894625,F
C0101894760,T
C0101895060,T
C0101895070,F
C0101895208,F
C0101895290,F
C0101895528,F
C0101895852,F
C0101896454,F
C0101896788,F
C0101896821,F
C0101897027,F
C0101898006,F
C0101898693,T
C0101899073,F
C0101899359,F
C0101899525,T
C0101900088,F
C0101900133,F
C0101900394,F
C0101900593,T
C0101900742,F
C0101901101,F
C0101901741,F
C0101901900,F
C0101901963,F
C0101902021,F
C0101902578,F
C0101903300,F
C0101903404,F
C0101903590,F
C0101903739,F
C0101903934,F
C0101904040,F
C0101904130,F
C0101904355,T
C0101904632,F
C0101905013,F
C0101905064,T
C0101905138,F
C0101905176,F
C0101905299,F
C0101905424,F
C0101905499,T
C0101905960,F
C0101906025,F
C0101906211,F
C0101906819,F
C0101907158,F
C0101907167,F
C0101907743,F
C0101907783,F
C0101907919,F
C0101908005,F
C0101908401,F
C0101908447,T
C0101908569,F
C0101908858,T
C0101908982,T
C0101909183,F
C0101909372,F
C0101909563,F
C0101909690,F
C0101910040,F
C0101910358,F
C0101910670,F
C0101911114,F
C0101911697,F
C0101911805,T
C0101912279,F
C0101912545,F
C0101912563,F
C0101912778,F
C0101913273,T
C0101913526,T
C0101914031,F
C0101914041,F
C0101914148,F
C0101914293,T
C0101915108,F
C0101915129,T
C0101915373,F
C0101915823,F
C0101916376,F
C0101916447,F
C0101916525,T
C0101916628,F
C0101916824,F
C0101918038,F
C0101918156,F
C0101918248,F
C0101918477,F
C0101918780,T
C0101919518,F
C0101919625,T
C0101919738,F
C0101919740,F
C0101919760,F
C0101919948,F
C0101921026,F
C0101921087,F
C0101921418,F
C0101921594,F
C0101921903,F
C0101921959,F
C0101922738,T
C0101922901,F
C0101923162,F
C0101923208,F
C0101923266,F
C0101923314,F
C0101923469,T
C0101923568,F
C0101923639,F
C0101923928,F
C0101923975,F
C0101924349,F
C0101924866,F
C0101925256,F
C0101925436,F
C0101925942,F
C0101925973,F
C0101926030,F
C0101926263,F
C0101926441,F
C0101926702,F
C0101927026,T
C0101927039,F
C0101927095,F
C0101927289,F
C0101927421,T
C0101927519,T
C0101927714,F
C0101927771,F
C0101927804,F
C0101927882,T
C0101928134,T
C0101928160,F
C0101928441,F
C0101928554,F
C0101928692,F
C0101928823,F
C0101928832,F
C0101929472,T
C0101929498,F
C0101930010,F
C0101930387,F
C0101930456,F
C0101931124,F
C0101931406,F
C0101931876,T
C0101932351,F
C0101932437,F
C0101932557,F
C0101932634,F
C0101932657,F
C0101932753,F
C0101933025,F
C0101933134,F
C0101933434,F
C0101933477,F
C0101933576,F
C0101933668,F
C0101933880,F
C0101934035,F
C0101934329,T
C0101934354,F
C0101934418,F
C0101934560,F
C0101934665,F
C0101934975,F
C0101934976,F
C0101935154,F
C0101935543,F
C0101935712,F
C0101935763,T
C0101936022,T
C0101936307,T
C0101936360,F
C0101936881,F
C0101937085,T
C0101937582,F
C0101937638,F
C0101937989,T
C0101938096,T
C0101938356,F
C0101938860,F
C0101938899,F
C0101939068,F
C0101939341,F
C0101939748,F
C0101939861,T
C0101940190,F
C0101940507,F
C0101940633,F
C0101941176,F
C0101942033,F
C0101943022,F
C0101943184,F
C0101943242,F
C0101943353,F
C0101943463,F
C0101943667,F
C0101944072,F
C0101944100,F
C0101944223,F
C0101944399,F
C0101945547,F
C0101945574,F
C0101945861,F
C0101946188,F
C0101946792,F
C0101947430,F
C0101947569,F
C0101947803,F
C0101947922,F
C0101948231,F
C0101948921,F
C0101949070,F
C0101949429,F
C0101949897,F
C0101950104,F
C0101950490,F
C0101950998,F
C0101951390,F
C0101951436,F
C0101951743,F
C0101952649,F
C0101952924,F
C0101953123,F
C0101953227,F
C0101953373,F
C0101953489,F
C0101953849,F
C0101954124,F
C0101954287,F
C0101954625,F
C0101954775,F
C0101955752,F
C0101955997,F
C0101956364,F
C0101956657,F
C0101956695,F
C0101956789,F
C0101956990,F
C0101957077,F
C0101957218,F
C0101957355,F
C0101957356,F
C0101957646,F
C0101957835,F
C0101958246,F
C0101958262,F
C0101958302,F
C0101958742,F
C0101958852,F
C0101959062,F
C0101959301,F
C0101959403,F
C0101959619,F
C0101959936,F
C0101960015,F
C0101960075,F
C0101960945,F
C0101961409,F
C0101961896,F
C0101961963,F
C0101961969,F
C0101963288,F
C0101963674,F
C0101963788,F
C0101963879,F
C0101964074,F
C0101964578,F
C0101964639,F
C0101964814,F
C0101965073,F
C0101965433,F
C0101965484,F
C0101965940,F
C0101966098,F
C0101966232,F
C0101966542,F
C0101966895,F
C0101967740,F
C0101967805,F
C0101968292,F
C0101968411,F
C0101968504,F
C0101968713,F
C0101968796,F
C0101968800,F
C0101968854,F
C0101968931,F
C0101969359,F
C0101969613,F
C0101969724,F
C0101969853,F
C0101969865,F
C0101970178,F
C0101970279,F
C0101970307,F
C0101970819,F
C0101971292,F
C0101971348,F
C0101971396,F
C0101971581,F
C0101971935,F
C0101972096,F
C0101972778,F
C0101973659,F
C0101973687,F
C0101973806,F
C0101974415,F
C0101975302,F
C0101975542,F
C0101975716,F
C0101976465,F
C0101976710,F
C0101977183,F
C0101977632,F
C0101977846,F
C0101977943,F
C0101978263,F
C0101978429,F
C0101978571,F
C0101978868,F
C0101979328,F
C0101979372,F
C0101979745,F
C0101980213,F
C0101980251,F
C0101980409,F
C0101980576,F
C0101980686,F
C0101981031,F
C0101981340,F
C0101981400,F
C0101981568,F
C0101981705,F
C0101982023,F
C0101982171,F
C0101982235,F
C0101982437,F
C0101982527,F
C0101982690,F
C0101982958,F
C0101983044,F
C0101983424,F
C0101983680,F
C0101983922,F
C0101984054,F
C0101984264,F
C0101984436,F
C0101984495,F
C0101984892,F
C0101985234,F
C0101985845,F
C0101986081,F
C0101986303,F
C0101986357,F
C0101986422,F
C0101986536,F
C0101986955,F
C0101987726,F
C0101987776,F
C0101988324,F
C0101988452,F
C0101988738,F
C0101989203,F
C0101989385,F
C0101989411,F
C0101989590,F
C0101989955,F
C0101990036,F
C0101990642,F
C0101990998,F
C0101991182,F
C0101991215,F
C0101991363,F
C0101991528,F
C0101992031,F
C0101992092,F
C0101992313,F
C0101992420,F
C0101992449,F
C0101992627,F
C0101993020,F
C0101993124,F
C0101993275,F
C0101993411,F
C0101993453,F
C0101993584,F
C0101993681,F
C0101993714,F
C0101993759,F
C0101993988,F
C0101995151,F
C0101995202,F
C0101995230,F
C0101995462,F
C0101996153,F
C0101996284,F
C0101996497,F
C0101997236,F
C0101997678,F
C0101998090,F
C0101998248,F
C0101998303,F
C0101998327,F
C0101998619,F
C0101998691,F
C0101998988,F
C0101999049,F
C0101999092,F
C0101999135,F
C0101999226,F
C0101999820,F
C0102000580,F
C0102001021,F
C0102001035,F
C0102001245,F
C0102001285,F
C0102001567,F
C0102001846,F
C0102001912,F
C0102002196,F
C0102002418,F
C0102002541,F
C0102002789,F
C0102002933,F
C0102003173,F
C0102003206,F
C0102003236,F
C0102003339,F
C0102003750,F
C0102003798,F
C0102004082,F
C0102004199,F
C0102004642,F
C0102004944,F
C0102005108,F
C0102005345,F
C0102005527,F
C0102005886,F
C0102005961,F
C0102006035,F
C0102006510,F
C0102006660,F
C0102006803,F
C0102007240,F
C0102007510,F
C0102008173,F
C0102008409,F
C0102008465,F
C0102008694,F
C0102009273,F
C0102009316,F
C0102009525,F
C0102009712,F
C0102010293,F
C0102010342,F
C0102010519,F
C0102010900,F
C0102010966,F
C0102011047,F
C0102011053,F
C0102011169,F
C0102011434,F
C0102012112,F
C0102012589,F
C0102012591,F
C0102012933,F
C0102013160,F
C0102013263,F
C0102013364,F
C0102013610,F
C0102013672,F
C0102013817,F
C0102013876,F
C0102014039,F
C0102014044,F
C0102014195,F
C0102014290,F
C0102014392,F
C0102014769,F
C0102015327,F
C0102015830,F
C0102016286,F
C0102016346,F
C0102016431,F
C0102016959,F
C0102017084,F
C0102017093,F
C0102017409,F
C0102017666,F
C0102017690,F
C0102017823,F
C0102018113,F
C0102018260,F
C0102018352,F
C0102018875,F
C0102018914,F
C0102019003,F
C0102019382,F
C0102019622,F
C0102019783,F
C0102020747,F
C0102021203,F
C0102021397,F
C0102021819,F
C0102022694,F
C0102022763,F
C0102023303,F
C0102023417,F
C0102023597,F
C0102023682,T
C0102024002,T
C0102025425,F
C0102025519,T
C0102025678,F
C0102026313,F
C0102026323,T
C0102026453,F
C0102026527,F
C0102027005,F
C0102027059,F
C0102027144,F
C0102027289,F
